Age,Gender,Income,Credit_Score,Loan_Amount,Loan_Term,Employment_Status,Interest_Rate,Debt_To_Income_Ratio,Education_Level,Marital_Status,Previous_Loans,Default
48,Female,978000.0,743,343000.0,36,Employed,6.71,3.9,Master,Married,4,0
34,Female,1196000.0,710,784000.0,24,Employed,7.7,5.4,Master,Married,2,0
57,Male,838000.0,691,335000.0,60,Employed,8.27,5.9,Bachelor,Single,3,1
45,Male,616000.0,831,660000.0,48,Self-employed,5.07,7.0,Bachelor,Married,4,0
44,Male,1036000.0,583,341000.0,60,Employed,11.51,4.8,Master,Divorced,0,0
47,Male,1031000.0,797,1277000.0,36,Self-employed,6.09,8.4,High School,Married,3,0
48,Female,887000.0,737,533000.0,48,Self-employed,7.89,6.2,Bachelor,Married,2,0
31,Male,761000.0,629,385000.0,36,Employed,10.13,6.9,Bachelor,Married,0,0
49,Female,1181000.0,800,1033000.0,36,Employed,5.0,5.1,Bachelor,Divorced,4,1
38,Male,644000.0,674,301000.0,48,Employed,8.78,5.5,Bachelor,Single,3,0
50,Male,715000.0,770,603000.0,24,Employed,5.9,6.7,High School,Married,2,0
54,Male,689000.0,664,336000.0,24,Employed,9.08,5.0,Bachelor,Married,0,0
53,Female,906000.0,782,535000.0,36,Self-employed,6.54,4.5,PhD,Married,4,0
46,Female,653000.0,723,558000.0,48,Employed,7.31,10.5,High School,Married,0,0
45,Female,715000.0,588,274000.0,36,Employed,11.36,6.3,Master,Divorced,2,0
35,Male,681000.0,726,291000.0,36,Unemployed,9.22,5.3,Master,Single,1,0
52,Female,820000.0,607,573000.0,60,Employed,10.79,8.2,PhD,Married,3,0
39,Male,580000.0,670,383000.0,36,Employed,8.9,7.9,Master,Married,0,0
45,Male,882000.0,600,589000.0,24,Employed,11.0,9.6,Master,Single,3,1
39,Female,1275000.0,495,803000.0,36,Employed,14.15,12.4,Master,Married,1,1
34,Male,862000.0,615,557000.0,48,Employed,10.55,10.4,Bachelor,Single,1,0
48,Female,1450000.0,700,1333000.0,12,Employed,8.0,7.9,Bachelor,Married,3,0
30,Male,1289000.0,687,918000.0,36,Employed,8.39,6.7,Bachelor,Married,2,0
51,Female,1116000.0,691,363000.0,12,Employed,8.27,3.2,Bachelor,Married,3,1
40,Female,864000.0,626,282000.0,36,Employed,10.22,4.2,High School,Single,0,0
25,Male,806000.0,735,1521000.0,24,Employed,6.95,14.5,Bachelor,Single,1,0
45,Female,1093000.0,740,787000.0,36,Employed,6.8,5.8,Bachelor,Single,4,0
30,Male,726000.0,657,755000.0,36,Employed,9.29,14.3,Master,Single,0,0
39,Female,537000.0,792,350000.0,60,Employed,5.24,4.6,PhD,Single,1,0
50,Male,1014000.0,725,701000.0,48,Employed,7.25,6.2,High School,Married,1,0
31,Male,602000.0,742,357000.0,60,Employed,6.74,4.7,High School,Married,0,0
55,Male,699000.0,635,1594000.0,36,Employed,9.95,24.7,PhD,Married,1,1
25,Male,800000.0,376,409000.0,12,Unemployed,19.72,10.8,Master,Single,0,0
38,Female,816000.0,786,488000.0,24,Employed,5.42,5.8,PhD,Single,3,0
51,Male,625000.0,773,246000.0,60,Employed,5.81,3.9,High School,Divorced,4,0
40,Male,888000.0,579,1446000.0,36,Employed,11.63,19.6,Master,Single,1,1
33,Male,1135000.0,661,699000.0,60,Self-employed,10.17,6.6,Master,Married,1,0
41,Male,632000.0,729,640000.0,24,Employed,7.13,8.4,High School,Married,0,0
39,Female,1287000.0,727,1375000.0,24,Employed,7.19,8.7,High School,Married,3,0
55,Female,619000.0,785,381000.0,36,Employed,5.45,5.7,Bachelor,Married,5,0
40,Male,1786000.0,587,1492000.0,36,Employed,11.39,10.0,High School,Married,2,0
53,Female,791000.0,674,410000.0,24,Employed,8.78,7.0,PhD,Married,4,1
57,Male,934000.0,566,368000.0,36,Self-employed,13.02,5.9,Bachelor,Married,0,0
43,Male,548000.0,665,641000.0,36,Employed,9.05,11.1,Master,Single,2,0
58,Female,884000.0,480,437000.0,36,Employed,14.6,8.8,Master,Married,3,0
42,Male,912000.0,798,885000.0,12,Employed,5.06,7.4,Bachelor,Divorced,3,0
62,Female,890000.0,697,742000.0,48,Employed,8.09,9.3,Master,Married,2,0
32,Female,698000.0,781,706000.0,36,Employed,5.57,6.5,High School,Married,1,0
50,Male,686000.0,541,215000.0,36,Employed,12.77,5.3,Bachelor,Single,0,0
45,Female,1240000.0,620,610000.0,36,Employed,10.4,6.5,PhD,Married,0,0
42,Female,859000.0,630,477000.0,48,Unemployed,12.1,7.7,High School,Single,1,0
48,Male,1449000.0,664,679000.0,36,Employed,9.08,5.1,Bachelor,Single,1,1
50,Female,759000.0,767,685000.0,60,Employed,5.99,6.5,Master,Married,2,1
25,Male,702000.0,664,830000.0,36,Employed,9.08,11.7,Master,Single,0,1
36,Female,1085000.0,612,1314000.0,24,Self-employed,11.64,14.8,Master,Divorced,1,0
50,Female,597000.0,545,298000.0,36,Employed,12.65,9.6,PhD,Single,1,0
49,Male,645000.0,555,432000.0,36,Employed,12.35,10.1,High School,Married,2,0
63,Male,1280000.0,755,1151000.0,36,Employed,6.35,7.5,Master,Married,3,1
52,Female,659000.0,678,595000.0,36,Employed,8.66,10.2,PhD,Married,0,0
61,Male,609000.0,746,306000.0,24,Employed,6.62,7.7,High School,Married,4,0
50,Male,1648000.0,734,2932000.0,36,Employed,6.98,13.5,Bachelor,Married,1,1
40,Male,594000.0,585,562000.0,48,Employed,11.45,13.8,Bachelor,Married,1,0
33,Male,872000.0,588,839000.0,36,Employed,11.36,12.2,High School,Married,0,0
52,Male,899000.0,753,1176000.0,36,Self-employed,7.41,15.7,Bachelor,Married,2,0
48,Male,492000.0,744,456000.0,60,Employed,6.68,8.8,Master,Married,2,0
30,Male,752000.0,662,327000.0,36,Employed,9.14,4.6,PhD,Married,0,0
41,Female,974000.0,554,535000.0,24,Self-employed,13.38,8.8,Master,Married,2,1
62,Male,1008000.0,472,280000.0,48,Employed,14.84,4.9,PhD,Married,0,1
45,Male,1146000.0,638,897000.0,24,Employed,9.86,9.5,High School,Married,3,0
43,Male,766000.0,461,367000.0,48,Employed,15.17,9.5,High School,Divorced,0,0
44,Female,1071000.0,620,665000.0,24,Self-employed,11.4,8.1,PhD,Single,1,1
37,Male,690000.0,672,830000.0,12,Employed,8.84,11.7,PhD,Single,3,0
42,Male,598000.0,579,296000.0,24,Self-employed,12.63,8.4,High School,Married,2,0
42,Male,612000.0,570,327000.0,36,Employed,11.9,7.8,Master,Single,1,1
30,Female,556000.0,798,428000.0,24,Employed,5.06,7.1,Bachelor,Married,2,0
52,Female,1209000.0,711,421000.0,24,Employed,7.67,4.0,Bachelor,Married,1,1
43,Female,588000.0,813,404000.0,48,Employed,4.61,12.0,PhD,Married,3,0
54,Female,960000.0,653,264000.0,48,Employed,9.41,3.6,Master,Married,3,0
55,Female,828000.0,733,460000.0,48,Self-employed,8.01,5.7,High School,Married,0,1
37,Male,811000.0,612,764000.0,48,Employed,10.64,11.4,Bachelor,Married,1,0
49,Female,1361000.0,719,1181000.0,36,Employed,7.43,7.3,Bachelor,Single,3,0
44,Male,759000.0,582,356000.0,48,Employed,11.54,8.1,Master,Married,2,0
56,Female,1072000.0,411,525000.0,36,Employed,16.67,9.1,Bachelor,Married,2,1
37,Female,845000.0,812,420000.0,36,Employed,4.64,6.1,PhD,Single,3,0
49,Male,835000.0,704,579000.0,48,Self-employed,8.88,8.1,Master,Married,3,0
47,Male,1945000.0,810,3000000.0,24,Employed,4.7,7.7,High School,Married,2,0
40,Male,588000.0,650,970000.0,48,Employed,9.5,17.1,Master,Married,1,0
34,Female,1280000.0,649,857000.0,36,Unemployed,11.53,9.3,Bachelor,Married,0,0
49,Female,1066000.0,667,765000.0,24,Employed,8.99,7.6,Bachelor,Married,4,1
51,Female,771000.0,740,370000.0,24,Self-employed,7.8,5.3,Bachelor,Divorced,0,1
40,Male,1474000.0,707,732000.0,24,Self-employed,8.79,5.0,PhD,Married,3,0
48,Female,567000.0,809,516000.0,48,Employed,4.73,6.4,Bachelor,Married,4,1
42,Male,736000.0,501,321000.0,60,Employed,13.97,7.3,Master,Single,1,0
50,Female,648000.0,741,719000.0,36,Unemployed,8.77,13.4,Bachelor,Married,1,0
37,Male,950000.0,649,1350000.0,24,Employed,9.53,15.4,Bachelor,Married,2,1
57,Male,683000.0,603,494000.0,24,Employed,10.91,9.5,Master,Married,3,0
39,Male,963000.0,694,692000.0,48,Employed,8.18,7.0,Master,Married,2,0
41,Female,803000.0,692,288000.0,24,Employed,8.24,4.5,High School,Married,0,0
30,Female,708000.0,586,613000.0,60,Employed,11.42,11.6,Bachelor,Divorced,1,0
33,Male,931000.0,611,366000.0,36,Self-employed,11.67,5.4,Bachelor,Married,1,0
45,Male,797000.0,669,444000.0,48,Self-employed,9.93,6.1,Bachelor,Single,3,0
39,Female,632000.0,669,669000.0,36,Self-employed,9.93,11.8,Master,Divorced,3,0
54,Male,2416000.0,646,2584000.0,36,Employed,9.62,10.8,High School,Married,0,0
27,Female,698000.0,591,349000.0,36,Employed,11.27,6.8,Master,Married,0,0
42,Male,516000.0,435,215000.0,48,Employed,15.95,10.1,Master,Married,0,1
41,Male,676000.0,831,395000.0,48,Employed,4.07,4.0,Bachelor,Married,1,0
27,Female,571000.0,817,273000.0,36,Self-employed,5.49,8.0,Bachelor,Single,2,0
34,Female,1083000.0,687,563000.0,36,Employed,8.39,5.2,High School,Married,0,0
43,Male,941000.0,846,401000.0,60,Self-employed,4.62,3.3,Bachelor,Single,3,1
45,Male,970000.0,732,956000.0,60,Employed,7.04,8.0,Master,Divorced,0,0
42,Female,767000.0,548,534000.0,36,Self-employed,13.56,11.4,Bachelor,Single,1,0
46,Male,798000.0,577,624000.0,12,Employed,11.69,11.7,Master,Single,1,0
47,Female,781000.0,805,403000.0,24,Employed,4.85,4.6,Bachelor,Married,4,0
26,Male,783000.0,722,341000.0,48,Employed,7.34,3.8,High School,Married,1,0
44,Female,1116000.0,779,856000.0,12,Employed,5.63,5.7,Bachelor,Married,3,0
62,Female,1002000.0,798,786000.0,24,Employed,5.06,4.7,Master,Married,2,0
45,Female,1002000.0,679,634000.0,24,Self-employed,9.63,7.1,Bachelor,Married,0,0
49,Male,1014000.0,530,506000.0,36,Employed,13.1,8.2,Master,Married,3,0
40,Female,1123000.0,606,1638000.0,36,Employed,10.82,16.4,High School,Married,0,0
52,Male,958000.0,546,676000.0,24,Employed,12.62,11.1,High School,Married,2,0
52,Male,979000.0,606,1644000.0,24,Employed,10.82,19.2,Bachelor,Married,1,0
45,Female,1266000.0,670,1572000.0,48,Employed,8.9,13.9,Bachelor,Married,2,0
64,Female,776000.0,577,1089000.0,60,Employed,11.69,18.0,Master,Divorced,4,1
34,Female,653000.0,598,259000.0,12,Employed,11.06,8.7,Bachelor,Single,0,0
27,Male,582000.0,678,519000.0,24,Employed,8.66,11.5,High School,Single,1,0
52,Male,929000.0,652,505000.0,36,Employed,9.44,6.1,Master,Single,0,0
53,Male,582000.0,683,208000.0,48,Employed,8.51,4.1,Bachelor,Married,2,0
34,Male,957000.0,674,1344000.0,48,Employed,8.78,13.7,Bachelor,Married,2,1
39,Female,815000.0,725,508000.0,48,Employed,7.25,5.6,Master,Married,1,1
27,Male,1188000.0,814,596000.0,48,Self-employed,5.58,5.0,High School,Single,0,0
40,Female,702000.0,572,350000.0,24,Employed,11.84,7.4,PhD,Married,2,0
52,Male,833000.0,567,354000.0,24,Employed,11.99,6.3,Bachelor,Married,3,0
45,Male,1236000.0,782,691000.0,36,Employed,5.54,3.6,Bachelor,Married,2,0
41,Male,1346000.0,693,837000.0,48,Self-employed,9.21,6.8,PhD,Single,2,1
42,Male,707000.0,756,1225000.0,36,Employed,6.32,11.9,Master,Married,3,0
25,Male,848000.0,616,402000.0,60,Employed,10.52,6.8,High School,Single,0,0
40,Female,924000.0,775,1570000.0,48,Employed,5.75,11.5,Bachelor,Married,0,0
48,Male,972000.0,808,1120000.0,48,Employed,4.76,6.3,Bachelor,Married,0,1
64,Female,855000.0,723,727000.0,12,Employed,7.31,8.5,Bachelor,Married,3,0
55,Male,1339000.0,571,1139000.0,24,Unemployed,13.87,12.6,Master,Married,3,1
28,Female,503000.0,797,385000.0,48,Employed,5.09,5.0,Bachelor,Single,1,0
57,Male,801000.0,764,1106000.0,24,Self-employed,7.08,13.0,High School,Married,2,1
52,Female,1007000.0,752,957000.0,12,Employed,6.44,6.9,Bachelor,Single,3,0
52,Male,1009000.0,517,296000.0,60,Employed,13.49,5.5,High School,Married,0,0
44,Female,1340000.0,766,1135000.0,48,Unemployed,8.02,7.9,Bachelor,Married,0,0
42,Female,1261000.0,586,1112000.0,24,Employed,11.42,11.2,Bachelor,Married,1,0
40,Male,778000.0,618,432000.0,48,Employed,10.46,7.7,Master,Married,0,0
31,Male,1276000.0,709,942000.0,12,Self-employed,8.73,7.0,Bachelor,Single,2,0
38,Male,689000.0,631,340000.0,24,Self-employed,11.07,9.5,High School,Single,1,0
38,Female,1135000.0,729,467000.0,36,Self-employed,8.13,5.1,PhD,Single,1,0
44,Male,1593000.0,716,611000.0,48,Self-employed,8.52,4.2,Master,Single,2,0
51,Male,1296000.0,572,425000.0,12,Employed,11.84,4.4,Bachelor,Married,3,1
44,Male,884000.0,728,862000.0,36,Employed,7.16,7.8,PhD,Married,0,0
30,Male,739000.0,809,238000.0,24,Employed,4.73,3.8,PhD,Married,1,0
62,Female,644000.0,596,298000.0,60,Unemployed,13.12,6.8,High School,Married,3,1
60,Male,989000.0,714,502000.0,36,Employed,7.58,5.3,Master,Married,0,0
53,Female,670000.0,652,388000.0,36,Employed,9.44,6.4,Bachelor,Married,3,1
68,Female,765000.0,682,257000.0,12,Employed,8.54,3.9,High School,Married,1,0
46,Male,639000.0,638,498000.0,36,Employed,9.86,8.6,High School,Married,0,0
62,Female,808000.0,656,319000.0,36,Employed,9.32,5.4,Bachelor,Married,0,1
31,Male,811000.0,507,772000.0,48,Employed,13.79,15.7,Bachelor,Married,1,1
41,Female,921000.0,837,558000.0,24,Employed,3.89,3.9,Master,Married,1,0
38,Male,709000.0,720,479000.0,60,Employed,7.4,7.1,High School,Married,0,0
37,Female,1189000.0,691,815000.0,36,Employed,8.27,6.8,PhD,Single,0,1
35,Male,781000.0,663,580000.0,24,Employed,9.11,8.9,Master,Divorced,1,1
48,Male,706000.0,700,496000.0,36,Employed,8.0,7.8,Master,Single,0,0
52,Female,941000.0,662,518000.0,36,Employed,9.14,5.4,Bachelor,Divorced,0,0
47,Male,1701000.0,657,1314000.0,60,Employed,9.29,8.3,Master,Married,2,0
35,Female,921000.0,683,776000.0,48,Employed,8.51,9.1,Bachelor,Married,2,0
53,Male,801000.0,634,373000.0,36,Employed,9.98,5.9,Master,Single,2,0
48,Female,602000.0,603,455000.0,24,Employed,10.91,9.0,Bachelor,Divorced,3,1
42,Male,799000.0,704,989000.0,24,Unemployed,9.88,13.9,Master,Married,3,0
49,Female,934000.0,779,975000.0,36,Employed,5.63,7.4,High School,Single,2,0
39,Male,754000.0,593,722000.0,48,Self-employed,12.21,13.0,Master,Married,0,0
41,Male,565000.0,512,339000.0,48,Employed,13.64,10.5,Master,Married,1,0
58,Male,726000.0,626,313000.0,24,Employed,10.22,7.2,Master,Married,3,0
39,Female,1377000.0,836,774000.0,24,Employed,3.92,5.1,High School,Single,1,0
44,Male,1381000.0,775,1193000.0,36,Employed,5.75,5.9,Bachelor,Single,2,0
57,Female,717000.0,714,789000.0,60,Employed,7.58,10.3,Bachelor,Single,1,1
50,Female,1075000.0,811,3000000.0,36,Employed,4.67,13.8,Bachelor,Single,4,0
31,Male,595000.0,678,643000.0,36,Employed,8.66,10.9,High School,Single,0,0
35,Female,1339000.0,838,659000.0,36,Employed,3.86,2.7,High School,Single,1,1
26,Male,868000.0,640,406000.0,24,Employed,9.8,7.1,Master,Single,0,0
48,Male,1173000.0,624,2381000.0,36,Self-employed,11.28,24.4,High School,Divorced,2,0
43,Female,566000.0,724,365000.0,48,Employed,7.28,10.3,PhD,Married,2,0
34,Female,1029000.0,662,697000.0,60,Employed,9.14,6.7,Bachelor,Married,1,0
62,Female,909000.0,721,431000.0,36,Self-employed,8.37,4.6,Master,Married,5,0
45,Male,1126000.0,643,1586000.0,24,Employed,9.71,15.5,High School,Single,3,0
38,Male,1129000.0,719,1005000.0,36,Employed,7.43,8.8,PhD,Married,3,0
45,Male,877000.0,634,407000.0,48,Employed,9.98,6.0,High School,Married,3,0
49,Female,742000.0,533,280000.0,12,Employed,13.01,5.1,High School,Married,2,0
32,Male,1059000.0,804,935000.0,48,Employed,4.88,5.1,High School,Divorced,1,0
39,Female,827000.0,793,640000.0,48,Employed,5.21,5.7,High School,Married,3,1
53,Male,707000.0,831,826000.0,36,Employed,4.07,5.8,Bachelor,Married,0,0
44,Male,673000.0,743,628000.0,36,Self-employed,7.71,9.2,Master,Divorced,0,1
46,Male,602000.0,735,384000.0,48,Employed,6.95,9.6,Bachelor,Married,3,0
43,Male,741000.0,705,407000.0,36,Employed,7.85,7.6,Master,Divorced,2,1
29,Male,1180000.0,581,664000.0,12,Unemployed,13.57,9.2,Master,Single,0,0
36,Female,879000.0,607,432000.0,24,Employed,10.79,6.6,PhD,Divorced,2,1
43,Female,738000.0,638,450000.0,24,Self-employed,10.86,7.9,High School,Married,2,0
37,Male,1084000.0,795,830000.0,48,Employed,5.15,5.6,High School,Married,3,0
30,Male,645000.0,601,274000.0,36,Employed,10.97,6.5,High School,Single,0,0
55,Male,914000.0,808,946000.0,36,Employed,4.76,6.3,Bachelor,Single,4,1
65,Female,877000.0,696,513000.0,48,Employed,8.12,5.4,Bachelor,Single,1,0
53,Male,1122000.0,743,569000.0,36,Self-employed,7.71,4.7,Bachelor,Married,2,0
55,Female,617000.0,573,317000.0,48,Employed,11.81,8.9,Bachelor,Married,2,0
38,Male,666000.0,632,477000.0,36,Employed,10.04,8.2,Master,Single,0,0
62,Male,631000.0,825,512000.0,36,Employed,4.25,5.6,Bachelor,Divorced,4,0
37,Female,775000.0,632,605000.0,36,Employed,10.04,9.7,Bachelor,Married,0,0
61,Male,1324000.0,640,1316000.0,60,Employed,9.8,10.9,High School,Married,4,0
69,Female,820000.0,610,970000.0,48,Employed,10.7,14.6,Bachelor,Married,5,0
50,Male,762000.0,582,526000.0,12,Unemployed,13.54,11.5,Master,Married,3,1
65,Male,1193000.0,622,488000.0,60,Employed,10.34,5.0,Master,Single,5,0
46,Male,1216000.0,725,766000.0,48,Employed,7.25,5.0,PhD,Married,4,0
39,Female,820000.0,681,367000.0,24,Employed,8.57,4.8,Master,Married,0,0
43,Female,1058000.0,704,1707000.0,12,Self-employed,8.88,16.0,High School,Single,3,1
47,Male,658000.0,579,1080000.0,36,Employed,11.63,20.1,High School,Married,2,1
31,Female,1314000.0,766,1318000.0,36,Employed,6.02,6.6,PhD,Married,1,0
48,Male,1833000.0,761,2029000.0,36,Employed,6.17,7.2,Master,Married,2,0
65,Male,1069000.0,494,649000.0,24,Employed,14.18,9.1,Master,Single,0,0
36,Male,509000.0,663,400000.0,36,Employed,9.11,8.5,Master,Married,2,0
53,Male,762000.0,547,237000.0,24,Employed,12.59,6.5,Bachelor,Married,3,0
58,Male,1078000.0,764,769000.0,12,Employed,6.08,5.1,Master,Married,0,0
60,Female,810000.0,749,407000.0,36,Employed,6.53,3.9,High School,Divorced,5,0
62,Male,1356000.0,800,1178000.0,36,Self-employed,6.0,5.9,Bachelor,Divorced,2,1
45,Male,1031000.0,622,637000.0,36,Employed,10.34,7.9,Bachelor,Married,2,0
64,Male,768000.0,681,1384000.0,60,Self-employed,9.57,17.9,Bachelor,Single,1,0
52,Female,889000.0,605,857000.0,24,Employed,10.85,12.6,Bachelor,Married,1,0
35,Female,650000.0,660,490000.0,12,Employed,9.2,7.8,Bachelor,Married,2,0
44,Male,813000.0,696,497000.0,12,Employed,8.12,6.2,Bachelor,Married,2,0
50,Male,754000.0,535,990000.0,36,Employed,12.95,18.3,Bachelor,Divorced,2,0
38,Male,1239000.0,743,883000.0,48,Self-employed,7.71,6.2,High School,Married,0,1
48,Male,1809000.0,701,1458000.0,36,Employed,7.97,7.1,Master,Married,3,1
49,Male,616000.0,775,468000.0,36,Employed,5.75,7.2,Master,Single,4,0
35,Male,521000.0,633,281000.0,36,Employed,10.01,7.7,Bachelor,Married,0,0
46,Male,805000.0,800,625000.0,36,Employed,5.0,5.0,Master,Married,4,1
52,Male,615000.0,849,236000.0,36,Employed,3.53,3.8,Bachelor,Married,4,0
45,Male,872000.0,807,366000.0,36,Employed,4.79,3.5,High School,Married,2,0
26,Female,1030000.0,760,889000.0,24,Employed,6.2,6.2,Bachelor,Married,1,0
26,Female,1358000.0,770,2188000.0,48,Self-employed,6.9,12.0,High School,Single,1,1
41,Male,901000.0,708,737000.0,36,Employed,7.76,7.3,Master,Divorced,0,0
59,Male,856000.0,607,393000.0,24,Employed,10.79,5.9,Bachelor,Married,4,0
38,Male,525000.0,733,212000.0,36,Employed,7.01,6.3,High School,Divorced,2,0
48,Male,876000.0,742,917000.0,60,Employed,6.74,8.8,Bachelor,Married,1,0
37,Female,854000.0,840,531000.0,12,Employed,3.8,4.4,PhD,Married,2,0
40,Male,1033000.0,701,967000.0,24,Employed,7.97,9.1,Bachelor,Married,2,0
55,Female,741000.0,633,570000.0,36,Employed,10.01,8.7,PhD,Married,4,1
51,Female,780000.0,735,698000.0,36,Employed,6.95,8.8,PhD,Married,0,0
33,Male,563000.0,836,451000.0,24,Employed,3.92,5.0,Master,Married,2,0
43,Male,513000.0,602,380000.0,60,Employed,10.94,11.8,Master,Married,1,0
28,Male,596000.0,648,369000.0,36,Employed,9.56,7.8,Bachelor,Married,0,1
44,Male,585000.0,701,308000.0,48,Employed,7.97,6.6,Bachelor,Single,3,0
49,Male,964000.0,600,400000.0,36,Employed,11.0,6.0,PhD,Married,2,0
34,Male,713000.0,496,166000.0,48,Employed,14.12,5.8,Bachelor,Married,0,0
39,Female,724000.0,651,438000.0,36,Employed,9.47,6.5,High School,Single,0,0
42,Male,657000.0,786,1048000.0,24,Unemployed,7.42,12.7,High School,Divorced,3,0
59,Male,501000.0,525,399000.0,60,Employed,13.25,13.9,Master,Married,3,1
69,Female,1495000.0,674,1115000.0,12,Self-employed,9.78,8.3,Bachelor,Married,1,0
29,Female,615000.0,755,329000.0,60,Employed,6.35,4.7,High School,Single,1,1
52,Male,788000.0,822,992000.0,36,Employed,4.34,7.3,Master,Married,3,1
42,Female,593000.0,840,446000.0,60,Employed,3.8,3.9,Bachelor,Single,3,0
42,Male,1164000.0,673,1703000.0,36,Employed,8.81,18.2,Bachelor,Married,3,0
52,Male,918000.0,821,476000.0,48,Employed,4.37,4.8,High School,Married,2,0
58,Male,730000.0,516,296000.0,12,Employed,13.52,7.7,High School,Divorced,4,0
61,Male,819000.0,751,418000.0,36,Employed,6.47,4.8,High School,Married,3,0
47,Female,1523000.0,725,603000.0,48,Employed,7.25,3.4,Bachelor,Married,1,1
41,Female,830000.0,627,359000.0,48,Employed,10.19,5.2,Master,Married,0,0
53,Female,841000.0,693,604000.0,24,Employed,8.21,7.2,Master,Divorced,0,0
38,Male,651000.0,582,291000.0,36,Employed,11.54,6.4,Bachelor,Married,2,1
46,Male,557000.0,789,136000.0,36,Employed,5.33,2.7,PhD,Single,2,0
41,Male,810000.0,657,897000.0,24,Employed,9.29,11.0,High School,Married,0,0
49,Male,960000.0,721,355000.0,36,Self-employed,8.37,4.5,High School,Married,3,0
38,Female,1205000.0,595,976000.0,48,Unemployed,13.15,11.5,Master,Married,0,0
36,Female,495000.0,613,315000.0,36,Employed,10.61,9.9,High School,Single,0,1
58,Male,684000.0,844,1590000.0,36,Self-employed,4.68,13.1,Master,Married,0,0
33,Male,698000.0,753,822000.0,60,Employed,6.41,9.5,High School,Married,1,1
45,Male,859000.0,826,541000.0,12,Self-employed,5.22,8.6,High School,Married,3,1
37,Male,801000.0,640,385000.0,36,Employed,9.8,7.0,Master,Single,0,0
29,Male,782000.0,597,1010000.0,48,Self-employed,12.09,16.4,High School,Single,0,0
29,Male,925000.0,692,354000.0,48,Employed,8.24,4.8,High School,Married,2,0
36,Male,651000.0,690,486000.0,48,Employed,8.3,8.0,Bachelor,Single,3,0
56,Male,1191000.0,601,695000.0,48,Employed,10.97,6.9,Bachelor,Married,3,1
39,Male,963000.0,747,601000.0,12,Employed,6.59,4.7,Master,Single,1,0
61,Male,834000.0,658,648000.0,36,Employed,9.26,9.0,Master,Married,2,1
47,Female,1479000.0,606,1004000.0,48,Employed,10.82,8.5,Master,Married,2,1
43,Male,1443000.0,650,1168000.0,12,Unemployed,11.5,9.8,Bachelor,Married,2,0
47,Female,1163000.0,706,861000.0,12,Employed,7.82,7.5,Bachelor,Married,1,1
45,Male,471000.0,746,414000.0,48,Employed,6.62,8.8,Master,Single,0,1
52,Male,1482000.0,687,1054000.0,48,Employed,8.39,7.4,High School,Single,3,0
39,Male,1086000.0,697,565000.0,36,Employed,8.09,6.1,Bachelor,Married,1,0
41,Male,1712000.0,587,1044000.0,60,Employed,11.39,7.6,Master,Married,2,0
57,Female,1324000.0,805,750000.0,48,Employed,4.85,4.8,Bachelor,Divorced,1,0
61,Male,1509000.0,811,838000.0,60,Self-employed,5.67,3.6,Master,Divorced,3,0
57,Female,1172000.0,735,725000.0,60,Self-employed,7.95,8.3,High School,Divorced,0,0
43,Female,1335000.0,486,678000.0,36,Employed,14.42,7.9,Master,Married,1,0
52,Male,1736000.0,700,1219000.0,48,Employed,8.0,6.3,High School,Single,0,0
44,Male,914000.0,722,1001000.0,36,Employed,7.34,9.0,PhD,Divorced,2,0
45,Female,588000.0,846,378000.0,48,Employed,3.62,4.0,High School,Single,0,0
37,Male,765000.0,847,668000.0,48,Employed,3.59,9.9,PhD,Married,1,0
47,Female,974000.0,784,773000.0,24,Employed,5.48,5.3,Bachelor,Married,0,1
36,Male,852000.0,544,379000.0,24,Employed,12.68,7.8,Master,Married,0,0
41,Male,616000.0,822,497000.0,24,Employed,4.34,5.2,Master,Single,0,0
55,Male,611000.0,718,696000.0,48,Employed,7.46,11.6,High School,Married,4,0
37,Male,681000.0,766,548000.0,48,Employed,6.02,6.2,Bachelor,Divorced,0,0
31,Female,1067000.0,669,791000.0,36,Employed,8.93,7.9,PhD,Divorced,2,0
31,Male,1420000.0,647,687000.0,36,Employed,9.59,5.8,Bachelor,Married,1,0
60,Female,1196000.0,682,2184000.0,48,Employed,8.54,16.3,Master,Divorced,5,0
45,Male,1208000.0,590,560000.0,36,Employed,11.3,9.2,High School,Single,0,0
43,Male,834000.0,656,289000.0,12,Self-employed,10.32,5.6,Master,Single,2,0
53,Male,593000.0,784,672000.0,36,Employed,5.48,8.0,High School,Married,3,0
54,Male,785000.0,519,417000.0,60,Employed,13.43,8.2,Master,Single,1,0
41,Male,787000.0,592,422000.0,48,Employed,11.24,7.6,Bachelor,Married,1,0
50,Male,765000.0,580,365000.0,36,Unemployed,13.6,7.3,Bachelor,Single,1,1
52,Female,895000.0,668,1527000.0,12,Employed,8.96,18.6,High School,Married,4,0
49,Male,995000.0,847,935000.0,36,Employed,3.59,4.9,Master,Single,1,0
35,Male,1096000.0,601,877000.0,48,Employed,10.97,9.8,Bachelor,Single,0,0
56,Female,828000.0,590,545000.0,36,Employed,11.3,9.9,Bachelor,Divorced,2,0
46,Female,556000.0,805,483000.0,36,Employed,4.85,5.7,Master,Single,0,0
39,Male,735000.0,792,1106000.0,24,Self-employed,6.24,10.3,High School,Single,1,0
43,Male,865000.0,512,429000.0,60,Employed,13.64,8.1,PhD,Single,0,1
29,Female,1234000.0,752,506000.0,24,Employed,6.44,3.7,Master,Married,2,0
