Age,Gender,Income,Credit_Score,Loan_Amount,Loan_Term,Employment_Status,Interest_Rate,Debt_To_Income_Ratio,Education_Level,Marital_Status,Previous_Loans,Default,Loan_To_Income_Ratio,Monthly_Payment,Payment_To_Income_Ratio,Credit_Score_Group,Income_Group,Term_Category,Gender_Encoded,Employment_Status_Encoded,Education_Level_Encoded,Marital_Status_Encoded,Credit_Score_Group_Encoded,Income_Group_Encoded,Term_Category_Encoded
50,Male,1223000.0,816,1623000.0,48,Employed,4.52,6.7,High School,Single,3,1,1.3270645952575633,37024.67446588011,0.3632838050617836,Very_High,Very_High,Long,1,0,1,2,3,3,0
34,Male,937000.0,563,359000.0,36,Employed,12.11,6.6,Bachelor,Married,1,1,0.3831376734258271,11942.807219526983,0.15294950547953448,Very_Low,High,Medium,1,0,0,1,4,0,1
40,Male,848000.0,643,477000.0,36,Employed,9.71,6.2,Master,Single,0,0,0.5625,15326.584916690845,0.21688563561354968,Low,Medium,Medium,1,0,2,2,1,2,1
41,Female,845000.0,682,688000.0,12,Employed,8.54,7.6,Bachelor,Married,0,0,0.8142011834319527,60019.95415761382,0.8523543785696637,Medium,Medium,Short,0,0,0,1,2,2,2
53,Male,694000.0,691,448000.0,36,Employed,8.27,6.8,Bachelor,Married,3,0,0.6455331412103746,14094.559873174108,0.24370996898860128,Medium,Low,Medium,1,0,0,1,2,1,1
39,Female,986000.0,701,612000.0,24,Employed,7.97,5.3,High School,Married,2,0,0.6206896551724138,27670.729451712137,0.33676344160298743,Medium,High,Medium,0,0,1,1,2,0,1
37,Female,826000.0,641,329000.0,12,Employed,9.77,5.4,PhD,Single,2,0,0.3983050847457627,28889.145290782628,0.41969702601621256,Low,Medium,Short,0,0,3,2,1,2,2
62,Male,800000.0,731,265000.0,12,Self-employed,8.07,3.3,Master,Single,3,0,0.33125,23060.511476525164,0.34590767214787743,High,Low,Short,1,1,2,2,0,1,2
26,Female,1172000.0,725,1226000.0,60,Employed,7.25,8.8,Bachelor,Married,1,0,1.046075085324232,24421.13701838885,0.25004577151933977,High,Very_High,Long,0,0,0,1,0,3,0
71,Male,706000.0,709,550000.0,36,Employed,7.73,7.9,PhD,Single,6,1,0.7790368271954674,17166.57721315527,0.2917831820932907,Medium,Low,Medium,1,0,3,2,2,1,1
49,Male,777000.0,575,717000.0,48,Self-employed,12.75,13.3,Bachelor,Married,1,0,0.9227799227799228,19146.4675164922,0.29569834002304557,Very_Low,Low,Long,1,1,0,1,4,1,0
54,Male,1223000.0,686,688000.0,60,Employed,8.42,6.0,Master,Married,4,1,0.562551103843009,14088.8611963935,0.1382390305451529,Medium,Very_High,Long,1,0,2,1,2,3,0
40,Male,930000.0,656,453000.0,60,Employed,9.32,6.0,Bachelor,Married,1,0,0.4870967741935484,9474.044552431726,0.12224573616040936,Low,High,Long,1,0,0,1,1,0,0
27,Male,794000.0,689,544000.0,48,Employed,8.33,7.0,Bachelor,Single,1,1,0.6851385390428212,13365.05799395149,0.2019908009161434,Medium,Low,Long,1,0,0,2,2,1,0
51,Female,945000.0,808,1092000.0,48,Employed,4.76,8.7,Master,Married,1,1,1.1555555555555554,25029.44192027828,0.31783418311464484,Very_High,High,Long,0,0,2,1,3,0,0
54,Female,934000.0,687,575000.0,24,Self-employed,9.39,7.3,Master,Divorced,1,1,0.6156316916488223,26371.736312245135,0.33882316461128653,Medium,High,Medium,0,1,2,0,2,0,1
51,Female,612000.0,477,474000.0,24,Employed,14.69,14.3,Bachelor,Married,2,0,0.7745098039215687,22912.91927649157,0.4492729269900308,Very_Low,Very_Low,Medium,0,0,0,1,4,4,1
35,Male,750000.0,677,334000.0,36,Employed,8.69,6.6,High School,Single,1,1,0.44533333333333336,10572.987483505263,0.1691677997360842,Medium,Low,Medium,1,0,1,2,2,1,1
51,Male,1500000.0,772,1038000.0,36,Self-employed,6.84,5.9,Bachelor,Married,0,1,0.692,31974.546765286093,0.2557963741222887,Very_High,Very_High,Medium,1,1,0,1,3,3,1
52,Male,741000.0,760,527000.0,12,Employed,6.2,9.0,Master,Single,1,1,0.7112010796221323,45405.46813991685,0.7353112249379247,High,Low,Short,1,0,2,2,0,1,2
49,Male,798000.0,694,995000.0,36,Employed,8.18,11.8,High School,Married,4,0,1.2468671679197996,31262.37205133928,0.4701108579148764,Medium,Low,Medium,1,0,1,1,2,1,1
52,Male,762000.0,627,534000.0,36,Employed,10.19,8.7,Master,Married,2,1,0.7007874015748031,17278.352125198613,0.2721000334676947,Low,Low,Medium,1,0,2,1,1,1,1
55,Female,869000.0,683,1408000.0,48,Employed,8.51,14.8,PhD,Single,5,0,1.620253164556962,34711.45897421901,0.47932969814801846,Medium,Medium,Long,0,0,3,2,2,2,0
48,Female,743000.0,706,302000.0,36,Employed,7.82,4.6,High School,Single,0,0,0.4064602960969044,9438.525084955727,0.15243916691718537,Medium,Low,Medium,0,0,1,2,2,1,1
32,Male,959000.0,849,813000.0,36,Employed,3.53,3.9,PhD,Single,1,0,0.8477580813347236,23833.391632152143,0.2982280496202562,Very_High,High,Medium,1,0,3,2,3,0,1
44,Male,909000.0,725,700000.0,36,Employed,7.25,7.4,High School,Single,1,0,0.77007700770077,21694.070426002745,0.28639036866010226,High,Medium,Medium,1,0,1,2,0,2,1
32,Female,1057000.0,737,1015000.0,36,Employed,6.89,7.3,Master,Married,2,0,0.9602649006622517,31289.230420384065,0.3552230511301881,High,High,Medium,0,0,2,1,0,0,1
42,Male,647000.0,689,314000.0,60,Employed,8.33,6.0,Master,Married,0,0,0.4853168469860896,6416.494305161117,0.11900762235229274,Medium,Very_Low,Long,1,0,2,1,2,4,0
42,Female,773000.0,656,1177000.0,24,Unemployed,11.32,19.3,Bachelor,Single,0,1,1.5226390685640363,55032.453686701905,0.8543201089785548,Low,Low,Medium,0,2,0,2,1,1,1
31,Female,765000.0,770,571000.0,36,Employed,5.9,6.1,High School,Single,0,0,0.74640522875817,17345.065951938675,0.27207946591276355,Very_High,Low,Medium,0,0,1,2,3,1,1
41,Female,976000.0,690,427000.0,36,Employed,8.3,4.4,PhD,Married,1,0,0.4375,13439.801842576993,0.165243465277586,Medium,High,Medium,0,0,3,1,2,0,1
33,Male,660000.0,846,522000.0,36,Employed,3.62,5.4,High School,Married,2,0,0.7909090909090909,15323.436648682205,0.2786079390669492,Very_High,Very_Low,Medium,1,0,1,1,3,4,1
53,Female,1174000.0,681,693000.0,24,Employed,8.57,6.0,Bachelor,Married,3,0,0.590289608177172,31522.978287735834,0.3222110216804344,Medium,Very_High,Medium,0,0,0,1,2,3,1
61,Male,1313000.0,547,3000000.0,24,Employed,12.59,29.0,Bachelor,Divorced,1,0,2.2848438690022848,142048.41233807965,1.298233776128679,Very_Low,Very_High,Medium,1,0,0,0,4,3,1
31,Female,623000.0,735,740000.0,24,Unemployed,8.95,11.8,Bachelor,Married,2,1,1.187800963081862,33789.73553672451,0.6508456283157209,High,Very_Low,Medium,0,2,0,1,0,4,1
61,Male,799000.0,528,462000.0,36,Employed,13.16,10.6,Bachelor,Single,3,0,0.5782227784730913,15602.234166824146,0.23432642052802224,Very_Low,Low,Medium,1,0,0,2,4,1,1
45,Male,743000.0,627,451000.0,48,Employed,10.19,9.6,Bachelor,Single,2,0,0.6069986541049798,11479.721175728571,0.1854059947627764,Low,Low,Long,1,0,0,2,1,1,0
40,Male,2210000.0,656,2296000.0,36,Employed,9.32,10.4,High School,Single,0,1,1.0389140271493214,73354.61462824904,0.3983055997913975,Low,Very_High,Medium,1,0,1,2,1,3,1
32,Male,724000.0,749,850000.0,24,Employed,6.53,10.1,Master,Married,2,0,1.1740331491712708,37875.83997961213,0.6277763532532397,High,Low,Medium,1,0,2,1,0,1,1
45,Female,1517000.0,690,395000.0,36,Employed,8.3,2.7,High School,Married,3,0,0.2603823335530653,12432.603578027898,0.09834623792770915,Medium,Very_High,Medium,0,0,1,1,2,3,1
53,Female,649000.0,506,483000.0,24,Employed,13.82,11.9,High School,Married,0,0,0.7442218798151001,23149.172126066984,0.42802783592111526,Very_Low,Very_Low,Medium,0,0,1,1,4,4,1
50,Female,680000.0,719,485000.0,60,Employed,7.43,8.6,Bachelor,Married,3,1,0.7132352941176471,9702.280186136752,0.17121670916711915,High,Very_Low,Long,0,0,0,1,0,4,0
30,Male,670000.0,670,265000.0,36,Employed,8.9,5.7,Bachelor,Married,1,0,0.39552238805970147,8414.601131966401,0.15070927400536838,Low,Very_Low,Medium,1,0,0,1,1,4,1
31,Female,646000.0,808,756000.0,60,Employed,4.76,7.5,Bachelor,Married,1,0,1.1702786377708978,14183.676319332175,0.26347386351700636,Very_High,Very_Low,Long,0,0,0,1,3,4,0
42,Male,788000.0,691,1691000.0,36,Employed,8.27,19.1,Bachelor,Single,3,0,2.1459390862944163,53200.67130700316,0.810162507213246,Medium,Low,Medium,1,0,0,2,2,1,1
40,Female,696000.0,741,651000.0,48,Self-employed,7.77,10.4,Bachelor,Single,3,0,0.9353448275862069,15822.622582389826,0.2728038376274108,High,Low,Long,0,1,0,2,0,1,0
38,Female,671000.0,617,720000.0,24,Self-employed,11.49,15.5,Bachelor,Single,2,1,1.0730253353204173,33721.674546203365,0.6030701856250975,Low,Very_Low,Medium,0,1,0,2,1,4,1
39,Male,1234000.0,755,2222000.0,12,Employed,6.35,12.8,Master,Married,3,0,1.8006482982171799,191597.24919395105,1.8631823260351805,High,Very_High,Short,1,0,2,1,0,3,2
53,Female,1306000.0,744,666000.0,12,Employed,6.68,4.4,PhD,Married,3,0,0.5099540581929556,57528.611187316295,0.5285936709401191,High,Very_High,Short,0,0,3,1,0,3,2
59,Male,1206000.0,800,457000.0,36,Employed,5.0,2.7,Bachelor,Divorced,0,0,0.37893864013267,13696.699976832157,0.1362855719087777,Very_High,Very_High,Medium,1,0,0,0,3,3,1
42,Male,1001000.0,514,758000.0,36,Self-employed,14.58,12.7,Master,Single,0,0,0.7572427572427572,26120.684726250645,0.31313508163337433,Very_Low,High,Medium,1,1,2,2,4,0,1
58,Male,923000.0,679,559000.0,36,Unemployed,10.63,7.2,High School,Married,5,0,0.6056338028169014,18203.151255417033,0.2366606880444251,Medium,Medium,Medium,1,2,1,1,2,2,1
40,Male,735000.0,734,304000.0,48,Self-employed,7.98,4.3,Master,Married,2,1,0.41360544217687073,7418.674756888527,0.121121220520629,High,Low,Long,1,1,2,1,0,1,0
44,Female,667000.0,565,382000.0,24,Employed,12.05,7.8,Master,Single,0,1,0.5727136431784108,17990.987256109318,0.3236759326436459,Very_Low,Very_Low,Medium,0,0,2,2,4,4,1
38,Male,939000.0,670,886000.0,36,Employed,8.9,10.8,Master,Single,0,1,0.9435569755058573,28133.345671404644,0.3595315740754587,Low,High,Medium,1,0,2,2,1,0,1
48,Male,647000.0,817,470000.0,48,Employed,4.49,4.6,PhD,Married,2,1,0.7264296754250387,10715.522459893044,0.19874230219276126,Very_High,Very_Low,Long,1,0,3,1,3,4,0
65,Female,724000.0,676,350000.0,36,Employed,8.72,6.2,High School,Married,1,0,0.48342541436464087,11084.352070311765,0.18371854260185244,Medium,Low,Medium,0,0,1,1,2,1,1
47,Female,1256000.0,840,902000.0,48,Employed,3.8,3.6,Bachelor,Divorced,3,0,0.7181528662420382,20285.68032640075,0.19381223241784157,Very_High,Very_High,Long,0,0,0,0,3,3,0
41,Female,1641000.0,538,932000.0,36,Employed,12.86,10.4,High School,Married,0,1,0.5679463741620963,31339.952829662765,0.22917698595731456,Very_Low,Very_High,Medium,0,0,1,1,4,3,1
48,Female,978000.0,743,343000.0,36,Employed,6.71,3.9,Master,Married,4,0,0.3507157464212679,10545.424260478543,0.12939170871752814,High,High,Medium,0,0,2,1,0,0,1
34,Female,1196000.0,710,784000.0,24,Employed,7.7,5.4,Master,Married,2,0,0.6555183946488294,35351.0225427673,0.35469253387391936,Medium,Very_High,Medium,0,0,2,1,2,3,1
57,Male,838000.0,691,335000.0,60,Employed,8.27,5.9,Bachelor,Single,3,1,0.3997613365155131,6835.962599376638,0.09788967922735042,Medium,Medium,Long,1,0,0,2,2,2,0
45,Male,616000.0,831,660000.0,48,Self-employed,5.07,7.0,Bachelor,Married,4,0,1.0714285714285714,15220.27077288595,0.296498781289986,Very_High,Very_Low,Long,1,1,0,1,3,4,0
44,Male,1036000.0,583,341000.0,60,Employed,11.51,4.8,Master,Divorced,0,0,0.32915057915057916,7501.19113816339,0.0868863838397304,Very_Low,High,Long,1,0,2,0,4,0,0
47,Male,1031000.0,797,1277000.0,36,Self-employed,6.09,8.4,High School,Married,3,0,1.2386032977691561,38900.910379542765,0.45277490257469755,Very_High,High,Medium,1,1,1,1,3,0,1
48,Female,887000.0,737,533000.0,48,Self-employed,7.89,6.2,Bachelor,Married,2,0,0.6009019165727171,12984.584105102716,0.17566517391345274,High,Medium,Long,0,1,0,1,0,2,0
31,Male,761000.0,629,385000.0,36,Employed,10.13,6.9,Bachelor,Married,0,0,0.5059132720105125,12446.37851483413,0.1962635245440336,Low,Low,Medium,1,0,0,1,1,1,1
49,Female,1181000.0,800,1033000.0,36,Employed,5.0,5.1,Bachelor,Divorced,4,1,0.8746824724809483,30959.93670911952,0.31458022058377155,Very_High,Very_High,Medium,0,0,0,0,3,3,1
38,Male,644000.0,674,301000.0,48,Employed,8.78,5.5,Bachelor,Single,3,0,0.4673913043478261,7458.993732170814,0.13898746084790337,Medium,Very_Low,Long,1,0,0,2,2,4,0
50,Male,715000.0,770,603000.0,24,Employed,5.9,6.7,High School,Married,2,0,0.8433566433566434,26698.16536217747,0.4480810969875939,Very_High,Low,Medium,1,0,1,1,3,1,1
54,Male,689000.0,664,336000.0,24,Employed,9.08,5.0,Bachelor,Married,0,0,0.4876632801161103,15362.409381147494,0.26756010533203184,Low,Very_Low,Medium,1,0,0,1,1,4,1
53,Female,906000.0,782,535000.0,36,Self-employed,6.54,4.5,PhD,Married,4,0,0.5905077262693157,16406.958720054317,0.21731071152389825,Very_High,Medium,Medium,0,1,3,1,3,2,1
46,Female,653000.0,723,558000.0,48,Employed,7.31,10.5,High School,Married,0,0,0.8545176110260337,13442.40495667637,0.24702734989298078,High,Very_Low,Long,0,0,1,1,0,4,0
45,Female,715000.0,588,274000.0,36,Employed,11.36,6.3,Master,Divorced,2,0,0.3832167832167832,9017.19289911543,0.15133750320193726,Very_Low,Low,Medium,0,0,2,0,4,1,1
35,Male,681000.0,726,291000.0,36,Unemployed,9.22,5.3,Master,Single,1,0,0.42731277533039647,9283.546709774882,0.16358672616343406,High,Very_Low,Medium,1,2,2,2,0,4,1
52,Female,820000.0,607,573000.0,60,Employed,10.79,8.2,PhD,Married,3,0,0.698780487804878,12398.482801622256,0.18144121173105743,Very_Low,Medium,Long,0,0,3,1,4,2,0
39,Male,580000.0,670,383000.0,36,Employed,8.9,7.9,Master,Married,0,0,0.6603448275862069,12161.480126577855,0.25161683020505904,Low,Very_Low,Medium,1,0,2,1,1,4,1
45,Male,882000.0,600,589000.0,24,Employed,11.0,9.6,Master,Single,3,1,0.6678004535147393,27452.016697752995,0.3734968258197686,Very_Low,Medium,Medium,1,0,2,2,4,2,1
39,Female,1275000.0,495,803000.0,36,Employed,14.15,12.4,Master,Married,1,1,0.6298039215686274,27503.174462772407,0.2588534067084462,Very_Low,Very_High,Medium,0,0,2,1,4,3,1
34,Male,862000.0,615,557000.0,48,Employed,10.55,10.4,Bachelor,Single,1,0,0.6461716937354989,14274.536156142112,0.19871744068875333,Very_Low,Medium,Long,1,0,0,2,4,2,0
48,Female,1450000.0,700,1333000.0,12,Employed,8.0,7.9,Bachelor,Married,3,0,0.9193103448275862,115955.57597086755,0.9596323528623522,Medium,Very_High,Short,0,0,0,1,2,3,2
30,Male,1289000.0,687,918000.0,36,Employed,8.39,6.7,Bachelor,Married,2,0,0.7121799844840963,28932.231222731356,0.2693458298469948,Medium,Very_High,Medium,1,0,0,1,2,3,1
51,Female,1116000.0,691,363000.0,12,Employed,8.27,3.2,Bachelor,Married,3,1,0.32526881720430106,31622.13427031864,0.3400229491432112,Medium,Very_High,Short,0,0,0,1,2,3,2
40,Female,864000.0,626,282000.0,36,Employed,10.22,4.2,High School,Single,0,0,0.3263888888888889,9128.502019829499,0.1267847502754097,Low,Medium,Medium,0,0,1,2,1,2,1
25,Male,806000.0,735,1521000.0,24,Employed,6.95,14.5,Bachelor,Single,1,0,1.8870967741935485,68064.62141689379,1.0133690533532573,High,Medium,Medium,1,0,0,2,0,2,1
45,Female,1093000.0,740,787000.0,36,Employed,6.8,5.8,Bachelor,Single,4,0,0.7200365965233303,24228.374170347408,0.266002278173988,High,High,Medium,0,0,0,2,0,0,1
30,Male,726000.0,657,755000.0,36,Employed,9.29,14.3,Master,Single,0,0,1.0399449035812671,24110.830020736637,0.3985261160452337,Low,Low,Medium,1,0,2,2,1,1,1
39,Female,537000.0,792,350000.0,60,Employed,5.24,4.6,PhD,Single,1,0,0.6517690875232774,6643.484964421733,0.1484577645680834,Very_High,Very_Low,Long,0,0,3,2,3,4,0
50,Male,1014000.0,725,701000.0,48,Employed,7.25,6.2,High School,Married,1,0,0.6913214990138067,16867.74433182004,0.19961827611621347,High,High,Long,1,0,1,1,0,0,0
31,Male,602000.0,742,357000.0,60,Employed,6.74,4.7,High School,Married,0,0,0.5930232558139535,7025.3173182806995,0.14003954787270498,High,Very_Low,Long,1,0,1,1,0,4,0
55,Male,699000.0,635,1594000.0,36,Employed,9.95,24.7,PhD,Married,1,1,2.280400572246066,51396.48581393497,0.8823431041018879,Low,Low,Medium,1,0,3,1,1,1,1
25,Male,800000.0,376,409000.0,12,Unemployed,19.72,10.8,Master,Single,0,0,0.51125,37832.72534436125,0.5674908801654187,Very_Low,Low,Short,1,2,2,2,4,1,2
38,Female,816000.0,786,488000.0,24,Employed,5.42,5.8,PhD,Single,3,0,0.5980392156862745,21501.146924263707,0.3161933371215251,Very_High,Medium,Medium,0,0,3,2,3,2,1
51,Male,625000.0,773,246000.0,60,Employed,5.81,3.9,High School,Divorced,4,0,0.3936,4734.166004941649,0.09089598729487965,Very_High,Very_Low,Long,1,0,1,0,3,4,0
40,Male,888000.0,579,1446000.0,36,Employed,11.63,19.6,Master,Single,1,1,1.6283783783783783,47772.7568761497,0.6455777956236446,Very_Low,Medium,Medium,1,0,2,2,4,2,1
33,Male,1135000.0,661,699000.0,60,Self-employed,10.17,6.6,Master,Married,1,0,0.6158590308370044,14910.220999681576,0.15764110308033386,Low,Very_High,Long,1,1,2,1,1,3,0
41,Male,632000.0,729,640000.0,24,Employed,7.13,8.4,High School,Married,0,0,1.0126582278481013,28692.183468251875,0.544788293700985,High,Very_Low,Medium,1,0,1,1,0,4,1
39,Female,1287000.0,727,1375000.0,24,Employed,7.19,8.7,High School,Married,3,0,1.0683760683760684,61680.7997966978,0.5751123524167627,High,Very_High,Medium,0,0,1,1,0,3,1
55,Female,619000.0,785,381000.0,36,Employed,5.45,5.7,Bachelor,Married,5,0,0.6155088852988692,11496.048225580033,0.22286361665098608,Very_High,Very_Low,Medium,0,0,0,1,3,4,1
40,Male,1786000.0,587,1492000.0,36,Employed,11.39,10.0,High School,Married,2,0,0.8353863381858903,49122.183852445436,0.3300482677655908,Very_Low,Very_High,Medium,1,0,1,1,4,3,1
53,Female,791000.0,674,410000.0,24,Employed,8.78,7.0,PhD,Married,4,1,0.5183312262958281,18689.386044310508,0.28353050888966636,Medium,Low,Medium,0,0,3,1,2,1,1
57,Male,934000.0,566,368000.0,36,Self-employed,13.02,5.9,Bachelor,Married,0,0,0.39400428265524623,12402.919669108409,0.15935228696927292,Very_Low,High,Medium,1,1,0,1,4,0,1
43,Male,548000.0,665,641000.0,36,Employed,9.05,11.1,Master,Single,2,0,1.1697080291970803,20398.548390159267,0.44668354139034894,Low,Very_Low,Medium,1,0,2,2,1,4,1
58,Female,884000.0,480,437000.0,36,Employed,14.6,8.8,Master,Married,3,0,0.49434389140271495,15063.288373837147,0.20447902769914678,Very_Low,Medium,Medium,0,0,2,1,4,2,1
42,Male,912000.0,798,885000.0,12,Employed,5.06,7.4,Bachelor,Divorced,3,0,0.9703947368421053,75786.95733429537,0.9971968070302022,Very_High,Medium,Short,1,0,0,0,3,2,2
62,Female,890000.0,697,742000.0,48,Employed,8.09,9.3,Master,Married,2,0,0.8337078651685393,18145.75141477138,0.24466181682837815,Medium,Medium,Long,0,0,2,1,2,2,0
32,Female,698000.0,781,706000.0,36,Employed,5.57,6.5,High School,Married,1,0,1.011461318051576,21340.60423927017,0.3668871788986276,Very_High,Low,Medium,0,0,1,1,3,1,1
50,Male,686000.0,541,215000.0,36,Employed,12.77,5.3,Bachelor,Single,0,0,0.31341107871720114,7220.404433338549,0.12630445072895422,Very_Low,Very_Low,Medium,1,0,0,2,4,4,1
45,Female,1240000.0,620,610000.0,36,Employed,10.4,6.5,PhD,Married,0,0,0.49193548387096775,19797.739592877722,0.1915910283181715,Low,Very_High,Medium,0,0,3,1,1,3,1
42,Female,859000.0,630,477000.0,48,Unemployed,12.1,7.7,High School,Single,1,0,0.5552968568102444,12584.672528834828,0.17580450564146444,Low,Medium,Long,0,2,1,2,1,2,0
48,Male,1449000.0,664,679000.0,36,Employed,9.08,5.1,Bachelor,Single,1,1,0.46859903381642515,21617.3085798572,0.17902532985388986,Low,Very_High,Medium,1,0,0,2,1,3,1
50,Female,759000.0,767,685000.0,60,Employed,5.99,6.5,Master,Married,2,1,0.9025032938076416,13239.784118928423,0.20932465010163515,High,Low,Long,0,0,2,1,0,1,0
25,Male,702000.0,664,830000.0,36,Employed,9.08,11.7,Master,Single,0,1,1.1823361823361824,26424.69237302132,0.4517041431285696,Low,Low,Medium,1,0,2,2,1,1,1
36,Female,1085000.0,612,1314000.0,24,Self-employed,11.64,14.8,Master,Divorced,1,0,1.2110599078341013,61633.86739608936,0.6816648928599744,Very_Low,High,Medium,0,1,2,0,4,0,1
50,Female,597000.0,545,298000.0,36,Employed,12.65,9.6,PhD,Single,1,0,0.4991624790619765,9990.634004414242,0.20081676390782396,Very_Low,Very_Low,Medium,0,0,3,2,4,4,1
49,Male,645000.0,555,432000.0,36,Employed,12.35,10.1,High School,Married,2,0,0.6697674418604651,14420.905048314436,0.2682959078756174,Very_Low,Very_Low,Medium,1,0,1,1,4,4,1
63,Male,1280000.0,755,1151000.0,36,Employed,6.35,7.5,Master,Married,3,1,0.89921875,35198.472247992635,0.32998567732493095,High,Very_High,Medium,1,0,2,1,0,3,1
52,Female,659000.0,678,595000.0,36,Employed,8.66,10.2,PhD,Married,0,0,0.9028831562974203,18826.828537558496,0.34282540584325033,Medium,Very_Low,Medium,0,0,3,1,2,4,1
61,Male,609000.0,746,306000.0,24,Employed,6.62,7.7,High School,Married,4,0,0.5024630541871922,13647.755291701944,0.2689212865359989,High,Very_Low,Medium,1,0,1,1,0,4,1
50,Male,1648000.0,734,2932000.0,36,Employed,6.98,13.5,Bachelor,Married,1,1,1.779126213592233,90504.8392897026,0.65901582007065,High,Very_High,Medium,1,0,0,1,0,3,1
40,Male,594000.0,585,562000.0,48,Employed,11.45,13.8,Bachelor,Married,1,0,0.9461279461279462,14648.305150765516,0.29592535658112157,Very_Low,Very_Low,Long,1,0,0,1,4,4,0
33,Male,872000.0,588,839000.0,36,Employed,11.36,12.2,High School,Married,0,0,0.9621559633027523,27611.039570649067,0.3799684344584734,Very_Low,Medium,Medium,1,0,1,1,4,2,1
52,Male,899000.0,753,1176000.0,36,Self-employed,7.41,15.7,Bachelor,Married,2,0,1.3081201334816464,36532.32307027808,0.48763946256211005,High,Medium,Medium,1,1,0,1,0,2,1
48,Male,492000.0,744,456000.0,60,Employed,6.68,8.8,Master,Married,2,0,0.926829268292683,8960.660045592898,0.21855268403885117,High,Very_Low,Long,1,0,2,1,0,4,0
30,Male,752000.0,662,327000.0,36,Employed,9.14,4.6,PhD,Married,0,0,0.4348404255319149,10419.832274543312,0.16627391927462734,Low,Low,Medium,1,0,3,1,1,1,1
41,Female,974000.0,554,535000.0,24,Self-employed,13.38,8.8,Master,Married,2,1,0.5492813141683778,25530.471086846923,0.3145437916243974,Very_Low,High,Medium,0,1,2,1,4,0,1
62,Male,1008000.0,472,280000.0,48,Employed,14.84,4.9,PhD,Married,0,1,0.2777777777777778,7769.918926729991,0.0924990348420237,Very_Low,High,Long,1,0,3,1,4,0,0
45,Male,1146000.0,638,897000.0,24,Employed,9.86,9.5,High School,Married,3,0,0.7827225130890052,41334.06159768803,0.43281739892867044,Low,Very_High,Medium,1,0,1,1,1,3,1
43,Male,766000.0,461,367000.0,48,Employed,15.17,9.5,High School,Divorced,0,0,0.47911227154047,10245.538452618204,0.16050451883997185,Very_Low,Low,Long,1,0,1,0,4,1,0
44,Female,1071000.0,620,665000.0,24,Self-employed,11.4,8.1,PhD,Single,1,1,0.6209150326797386,31117.85403698823,0.3486594289858625,Low,High,Medium,0,1,3,2,1,0,1
37,Male,690000.0,672,830000.0,12,Employed,8.84,11.7,PhD,Single,3,0,1.2028985507246377,72523.15693469458,1.2612722945164274,Medium,Very_Low,Short,1,0,3,2,2,4,2
42,Male,598000.0,579,296000.0,24,Self-employed,12.63,8.4,High School,Married,2,0,0.49498327759197325,14020.992155438395,0.2813577021158206,Very_Low,Very_Low,Medium,1,1,1,1,4,4,1
42,Male,612000.0,570,327000.0,36,Employed,11.9,7.8,Master,Single,1,1,0.5343137254901961,10845.46776601159,0.21265623070610962,Very_Low,Very_Low,Medium,1,0,2,2,4,4,1
30,Female,556000.0,798,428000.0,24,Employed,5.06,7.1,Bachelor,Married,2,0,0.7697841726618705,18788.45758132181,0.40550627873356426,Very_High,Very_Low,Medium,0,0,0,1,3,4,1
52,Female,1209000.0,711,421000.0,24,Employed,7.67,4.0,Bachelor,Married,1,1,0.348221670802316,18977.38895762184,0.1883611807208123,Medium,Very_High,Medium,0,0,0,1,2,3,1
43,Female,588000.0,813,404000.0,48,Employed,4.61,12.0,PhD,Married,3,0,0.6870748299319728,9232.630472761342,0.18842103005635394,Very_High,Very_Low,Long,0,0,3,1,3,4,0
54,Female,960000.0,653,264000.0,48,Employed,9.41,3.6,Master,Married,3,0,0.275,6621.167467834618,0.08276459334793272,Low,High,Long,0,0,2,1,1,0,0
55,Female,828000.0,733,460000.0,48,Self-employed,8.01,5.7,High School,Married,0,1,0.5555555555555556,11232.103652737684,0.1627841109092418,High,Medium,Long,0,1,1,1,0,2,0
37,Male,811000.0,612,764000.0,48,Employed,10.64,11.4,Bachelor,Married,1,0,0.9420468557336621,19612.67773287313,0.29019991713252474,Very_Low,Medium,Long,1,0,0,1,4,2,0
49,Female,1361000.0,719,1181000.0,36,Employed,7.43,7.3,Bachelor,Single,3,0,0.8677443056576047,36698.48775199096,0.32357226526369687,High,Very_High,Medium,0,0,0,2,0,3,1
44,Male,759000.0,582,356000.0,48,Employed,11.54,8.1,Master,Married,2,0,0.46903820816864294,9294.64228718108,0.14695086620049136,Very_Low,Low,Long,1,0,2,1,4,1,0
56,Female,1072000.0,411,525000.0,36,Employed,16.67,9.1,Bachelor,Married,2,1,0.48973880597014924,18631.571833511887,0.20856237127065547,Very_Low,High,Medium,0,0,0,1,4,0,1
37,Female,845000.0,812,420000.0,36,Employed,4.64,6.1,PhD,Single,3,0,0.4970414201183432,12520.003741317925,0.17779886969918945,Very_High,Medium,Medium,0,0,3,2,3,2,1
49,Male,835000.0,704,579000.0,48,Self-employed,8.88,8.1,Master,Married,3,0,0.6934131736526946,14375.470655346906,0.2065935902564825,Medium,Medium,Long,1,1,2,1,2,2,0
47,Male,1945000.0,810,3000000.0,24,Employed,4.7,7.7,High School,Married,2,0,1.5424164524421593,131211.4805993645,0.80953098570302,Very_High,Very_High,Medium,1,0,1,1,3,3,1
